,count,hate_speech,offensive_language,neither,class,tweet
2991,3,0,2,1,1,"@Cuner Makes you a pussy. Making stupid internet threats. You're a child and if it is about you which idk if it is, it's probably deserved."
2992,6,0,6,0,1,@CuteCIothes @xo_shelbie go buy them bitches
2993,3,1,2,0,1,@CuteEmergency shown* a tiny kitten you dumb fucking cunt
2995,3,1,2,0,1,@D1SinceDay1 my brother. Where tf you been at negro
2996,3,0,3,0,1,@DEVIN__the_DUDE You ready to make this stats test our bitch?!
2997,3,0,0,3,2,@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste
2998,3,0,1,2,2,@DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @dish would want my business
2999,3,1,2,0,1,"@DJSuggablack some people do shit to get shot at and then be like ""people hate me, I dodge bullets"". Karma is bitch."
3000,3,0,3,0,1,@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan
3001,3,0,3,0,1,@DON_Le3GGG @TripleCz_3G Chatt niccas love doin dat brah
3002,3,0,3,0,1,@DON_Le3GGG lol hell ya dey think a nicca down der #roadrunnin
3003,3,0,3,0,1,@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31
3004,3,0,3,0,1,"@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate."
3005,3,0,3,0,1,@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;
3006,3,0,2,1,1,@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag
3007,3,0,3,0,1,@D_41395 @Inwardforfun you a bitch Dennis
3008,3,0,3,0,1,@D_41395 bitch don't b a hypocrite
3009,3,1,2,0,1,@D_41395 cuz I was gunna smoke u out today. U a bitch tho
3010,3,0,3,0,1,@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament
3011,3,0,3,0,1,@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol
3012,3,0,2,1,1,@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!
3013,3,1,2,0,1,@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny
3014,3,0,2,1,1,@DaJetlyfe my nicca
3015,3,1,2,0,1,@DaJetlyfe y'all niccas spark up
3016,3,1,0,2,2,@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe
3018,3,3,0,0,0,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
3019,6,1,5,0,1,@Daa_Boy_Rell @sluttyboy_kush @keem_Escobar you. A bitch too
3020,3,0,3,0,1,@DallyJackson I'm here now hoe
3021,3,0,3,0,1,@Dalton_ryann @parkatie @blakeanderson21 I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha
3022,4,0,4,0,1,@Dalton_ryann laying in bed bout to pass out 630 is gonna be a bitch
3023,3,0,3,0,1,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit
3024,3,1,0,2,2,@DamianHuffaker you're from a trash can
3025,3,0,3,0,1,"@DamierGenesis pulled up in that bulbasuar, you know I'm bout to make yo girl pussy sore"
3026,3,0,3,0,1,@DamoneTheDon bitch I got some bloods dat hang in la
3027,3,0,3,0,1,"@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch, prolly gotta lil dick"
3028,3,1,2,0,1,@DanLukas12 gotta keep your bitch in check
3029,3,0,0,3,2,@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.
3030,3,2,1,0,0,@DangItsTiff you look like fucking shrek bitch
3031,3,0,3,0,1,@DaniCim choke on bread bitch
3032,3,0,3,0,1,@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day
3033,3,0,2,1,1,@DanielM023 Hell na !! Hes a honky brah
3034,3,2,1,0,0,@DanielSizelove @Conrad_MLG get on cunt
3035,3,0,3,0,1,@DanielSizelove pussy
3036,3,0,3,0,1,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch
3037,6,0,0,6,2,@DannyMndz93 @Titan21Mtzzz he's still a pogue though
3038,3,0,0,3,2,"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
3039,3,0,3,0,1,@DareTnzR I know these hoes ain't right
3040,3,2,1,0,0,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga
3041,3,2,1,0,0,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy
3042,3,0,3,0,1,@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch
3043,7,3,4,0,1,@DarkLiquaNigga_ nigga grow some balls and concentrate pussy!!
3044,3,0,0,3,2,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206
3045,3,0,1,2,2,"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it."
3046,3,0,3,0,1,@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;
3047,3,0,3,0,1,"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that"
3048,3,2,1,0,0,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.
3049,3,0,3,0,1,@DatBoyRayT bitch ass nigga Rico &#128530;
3050,3,0,3,0,1,@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy
3051,6,2,4,0,1,@DaveSwerve boy look like a Slave on that hoe
3052,3,0,3,0,1,@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast
3053,3,0,2,1,1,"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch."
3054,3,0,1,2,2,@Dave_the_wavee the giants are trash...their time is over.
3055,3,0,3,0,1,@DavetheBrave1 come over hoe
3056,3,0,3,0,1,@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns
3057,3,2,1,0,0,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high
3058,3,0,0,3,2,"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler."
3059,3,0,3,0,1,@David_Hunninck all bitches eh. hahah
3061,3,1,2,0,1,"@DeAdJAkE i just cant stand how people get all fucking amped about it, especially whiny bitches that even get scared at it"
3062,3,0,0,3,2,@DeArionBASEDGOD Kendrick is not better than papoose or drake
3063,3,0,3,0,1,@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.
3064,3,0,0,3,2,@DeJLoaf mixtape sell sole got some bangers!
3066,3,0,2,1,1,@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.
3067,3,0,1,2,2,@Decimate_IX Can't even spell right. You have the brain of an ape
3068,3,1,2,0,1,"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot"
3070,3,0,3,0,1,"@Dedicated_03 idk , I gotta think about it cause them bitches small as shit"
3071,3,0,3,0,1,@Dedicated_03 that ugly ass picture and thanks bitch
3072,3,0,3,0,1,@DeeHarris__ she might be the one DONT be a bitch
3073,3,0,3,0,1,@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these bitches!!!
3074,3,0,3,0,1,@DeeMayweather the fck? dem bitches always got sum shit wit them....
3075,3,0,3,0,1,@DeeRay_FRESH - pussy &amp; purp.&#128514;
3076,3,0,3,0,1,@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass
3077,3,2,1,0,0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe
3078,3,2,1,0,0,@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot
3079,3,0,3,0,1,@DeezNutsDoe shut your mouth you little fuckin bitch
3080,3,1,2,0,1,@DeezNutsDoe you dirty little bitch
3081,3,3,0,0,0,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
3083,3,0,3,0,1,@DefineMEee lol tell dat white bitch I said hey
3084,3,0,3,0,1,@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.
3085,3,0,3,0,1,@Dem_lips_tho u knw me homie!!! show the bitches no love!!!
3087,3,0,0,3,2,"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes"
3088,3,2,1,0,0,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;
3089,3,1,2,0,1,@DerringerEagle ur moms pussy died a slow death so well have good company #virgin
3090,3,2,1,0,0,"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!"
3091,3,0,3,0,1,"@DetroitChe bitches be like.. ""it means something to me"""
3092,6,0,6,0,1,@DetroitPlayer @prettytreazure gotta be atleast 5'10 to call me a bitch lol
3093,3,0,3,0,1,@DevilElyie fag*
3094,3,2,1,0,0,@DevilFzyq @DevilElyie @TehDevilClan shut up fag
3095,3,1,0,2,2,@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.
3096,3,1,2,0,1,@DezzzyBo Lol that nigga a real retard
3097,3,0,3,0,1,@DgkAdriann shes a bad bitch
3098,3,0,3,0,1,@DickDankstardly did you smile like a retard when you were a kid? It took me till like 5th grade before I learned how to naturally smile
3099,3,0,3,0,1,@Dietcarmel @JLewyville &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they ain't for me
3100,3,0,0,3,2,@Dietrich1892 I'll show up and chug a beer or 8
3101,3,0,3,0,1,@DiggyRoZay she the only bitch that stayed loyal &#128554; she a keeper bro
3102,3,0,3,0,1,@DiggzTBLB ; bitch.. What? http://t.co/OcsuDvN5hy
3103,3,1,2,0,1,"@DignifiedPurity LMAOOO @ ""black fag""..... why did I misread that??... I'm blocking you"
3104,3,1,2,0,1,@Digo13Nieto thanks little fag &#128536;
3105,3,0,3,0,1,@Diishaidiamond lmao yesterday ? Them hoes was cute af lol
3106,3,0,3,0,1,@DimelouXaOh keeping these hoes happy
3107,3,1,2,0,1,@DimitriCrossin bitch ass
3109,3,0,0,3,2,"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies."
3110,3,0,3,0,1,"@DionPrimo The soul has departed from the train.There's no more soul in music.Just hunger for bitches,money and fame."
3111,3,0,3,0,1,@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.
3112,3,0,3,0,1,@Dirrttyydan lmaoo my phone autocorrect like a bitch..
3113,3,0,3,0,1,@DirtyEaffiliate he loves juggling it all around it... he loves the fast life im sure hes already grinded on amcon hoes as well
3114,3,0,1,2,2,"@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas"
3115,3,1,2,0,1,@DividendMaster obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.
3116,3,0,3,0,1,"@DizzyBala @JamesWinfield hey now, don't diss my basketball hoe."
3117,3,1,2,0,1,"@DizzyBala @jmattear awww, dis sellout nigguh still talking."
3118,3,0,0,3,2,"@DizzyBala God awful, and that dude is Dorian / eggplant black."
3119,3,0,3,0,1,"@DizzyBala man both them get around a lot, bunch of hoes."
3120,3,0,3,0,1,"@DizzyBala whoa, calling me a cunt?"
3121,3,2,0,1,0,@DjChubbESwagg this like a retarded wu-tang clan
3122,3,0,2,1,1,@Djlouis12 at my club ho (;
3123,3,0,3,0,1,@DoItLikeJaye_ - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;
3124,3,0,1,2,2,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha
3125,3,2,1,0,0,@DolanGang beans u beaner?
3126,3,2,1,0,0,@DolanGang you wouldn't know fag
3128,3,0,3,0,1,"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all."
3129,3,0,3,0,1,"@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure."
3130,3,1,0,2,2,@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level
3131,3,2,1,0,0,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal"
3132,3,0,3,0,1,@Doop_3 lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya
3133,3,0,3,0,1,@DopeBoy_Pollo &#128514; wassup pussy
3134,3,0,3,0,1,@DopeKorean lmfao putting on for twitter i see fat bitch
3135,3,0,3,0,1,@DoubleAIV just watch bitch nigga u gonna want the whole team dead
3136,4,0,4,0,1,"@DougBenson hey you bitch, you should get the @lucasbros on your show. They'd be perfect for it! I'm kidding about the bitch part."
3137,3,0,3,0,1,@DoughBoyFreco hahahhaha he had mad bitches &#128514;&#128514;&#128514;&#128514;
3138,3,0,3,0,1,@Dougherty06 my apologies... Oh wait it's my fucking birthday bitch &#128521;
3139,3,0,3,0,1,@DouneAldy what are you doing tonight pussy?
3143,3,0,3,0,1,"@Drake thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick"
3144,6,0,6,0,1,@Dranumaya wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real
3145,3,0,3,0,1,@Dre_Day200 bitch
3146,3,0,2,1,1,@Dre_Day200 nig nog
3147,6,0,6,0,1,@Dre_thinks lol lil bitch
3148,3,0,3,0,1,@Dre_thinks that damn coach ain't never called back bitch ass
3149,6,0,6,0,1,@DreadHeadxx bitch hallon
3150,3,1,2,0,1,@DrewHelms21 I know right so much retard
3151,3,2,1,0,0,@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.
3152,3,2,1,0,0,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.
3153,3,0,3,0,1,@DriveMy_Lexis yasssss bitch yasssss &#128525;
3154,3,0,3,0,1,"@Druggzz_ Its gonna bring it down though unless its turning into a welt already, like a bubble wit pussy. Gotta pop it an it'll be gone"
3155,3,0,3,0,1,@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good
3156,3,1,0,2,2,@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street
3157,3,0,2,1,1,@Dswizzle3 bitch i dont even look like that keep talking and we going to fight
3158,3,1,2,0,1,@Dswizzle3 bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy
3159,3,0,3,0,1,"@Dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap, u couldn't rap if your life depend on it"
3160,3,0,3,0,1,@Dswizzle3 naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere
3161,3,0,3,0,1,@Dswizzle3 oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black
3162,3,0,3,0,1,@Dswizzle3 yea thats what i thought pussy boy u r a fucking thot
3163,3,1,2,0,1,@Duckin_Fope thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.
3164,3,0,3,0,1,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.
3165,3,0,3,0,1,@DustinHooper225 should be lol lil bitch
3166,3,0,2,1,1,"@DutchBrosPlease you're welcome, I miss you too nig nog"
3167,3,0,0,3,2,@DylanKwinnn should be going to free birds anyways
3168,3,0,0,3,2,"@EASPORTSFIFA next update, would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO"
3169,3,0,3,0,1,@EGP_Guamo @SonicBoomBrad I'm assuming it would look something like a bitch slap and a Dickpunch
3170,3,0,3,0,1,@EJTHR33 You do got alla da hoes..
3171,6,0,6,0,1,@EVBY_HATES_ASH that bitch wants everybody out though.. thats the same shit she did to me at one point
3172,3,0,3,0,1,@EZadick don't fail bitch
3173,3,0,3,0,1,@EaTMyTweetZz @LilButtSHAR that bitch hit the chick when she won't looking.. That shit weak af
3174,3,0,3,0,1,@EaTMyTweetZz Huh? I been with Verizon for 4 years bitch.
3175,3,0,3,0,1,"@EaTMyTweetZz text me, we don't noisy hoes watching"
3176,3,0,3,0,1,@EaglesandHeat @Bpfillherup @SoleUniv nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? http://t.co/NaadECTQAk
3177,3,0,0,3,2,@EakaErick I wouldn't share a wave with those trash cans
3178,3,0,3,0,1,@EatMyTattoos that was real nicca shit tho lol
3179,3,1,2,0,1,@Eba_sandman you mean bitch ass pussy
3180,3,0,3,0,1,@EcliptiK @zFearless @prihncess @SSickStory mine pussy
3181,3,0,2,1,1,@Eddie_Hayden1 lol yeah bro good choice. But bitches do love foreign whips so it's a personal decision
3182,3,0,3,0,1,@Eddie_Sativa87 pussy.
3183,3,1,2,0,1,@EdgarGuillenjr @imthatsubieguy @blakeanderson21 @joshhandsomee87 you ain't 6 feet under its not over pussy
3184,3,0,3,0,1,@EdgarGuillenjr @jo_clark6 @blakeanderson21 your a bitch if you hit a girl
3185,3,0,3,0,1,@EdgarGuillenjr @jo_clark6 @dalton_ryann @dault24 @blakeanderson21 @justinmiculka01 @ktit_418 @aaronbaxter9 you a bitch Edgar
3186,3,0,3,0,1,@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch
3187,6,1,1,4,2,@Ehh_DontTouchMe @kourtj3000 @bria_leeandrea thats ghetto..
3188,3,0,3,0,1,@ElJefeDeJefes4C damn bitches on a niggas mind haha
3189,3,0,1,2,2,"@El_Grillo1 Off to the east of your current location, on an east-facing slope (dry side of a dry place)."
3190,6,0,6,0,1,"@ElaineeEspinoza *you're, *bitch"
3191,3,3,0,0,0,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!
3193,3,1,2,0,1,@Elijahfnbaby bra I'm bout to blaze this bitch
3194,3,1,2,0,1,@ElizabethBatman &amp; @z0mbiedance are bitches.
3195,3,0,3,0,1,"@ElizabethBatman We doing it Lizard. Unless you skype us, bitches."
3196,3,0,3,0,1,@ElizabethBatman bitch.
3197,3,0,2,1,1,@Elvis_NotPresly I gt android dmt kno whats in that box my nig
3198,3,0,3,0,1,@ElyssaJankowski @ComedyTextings haha she a stupid hoe
3199,3,0,1,2,2,@EmmaLouisaSuttl @timmyn90 Anyone bring in a monkey.
3200,3,0,0,3,2,@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card
3201,3,0,3,0,1,@EmmaNillaNilla cocky sons of bitches
3202,3,0,3,0,1,@EmmanuelRodz11 WILLIAN up in that hoe &#128514;&#128514;&#128514;&#128514;
